pair_id,contract_name,contract_family,proxy_type,v1_path,v2_path,expected_verdict,safety_category,mutation_operator,changed_function,changed_variable,affected_slot,expected_behavior_difference,compiler_version,LOC,number_of_functions,number_of_storage_variables,number_of_branches,external_call_count
rolemanager_safe_01_add_event,RoleManager,access_control,transparent,dataset/originals/access_control/RoleManager.sol,dataset/pairs/safe/rolemanager_safe_01_add_event/V2.sol,Safe,safe,add_event,,,,new event declaration only,0.8.30,66,8,7,6,1
rolemanager_safe_02_rename_local_variable,RoleManager,access_control,transparent,dataset/originals/access_control/RoleManager.sol,dataset/pairs/safe/rolemanager_safe_02_rename_local_variable/V2.sol,Safe,safe,rename_local_variable,grantQuota,,,alpha-renaming,0.8.30,66,8,7,6,1
rolemanager_safe_03_equivalent_expression_refactor,RoleManager,access_control,transparent,dataset/originals/access_control/RoleManager.sol,dataset/pairs/safe/rolemanager_safe_03_equivalent_expression_refactor/V2.sol,Safe,safe,equivalent_expression_refactor,grantQuota,total,,algebraically identical checked addition,0.8.30,66,8,7,6,1
rolemanager_unsafe_storage_01_change_packed_width,RoleManager,access_control,transparent,dataset/originals/access_control/RoleManager.sol,dataset/pairs/unsafe_storage/rolemanager_unsafe_storage_01_change_packed_width/V2.sol,Unsafe,storage,change_packed_width,,"inheritedEpoch,guardian",0;1;2;3;4;5,inherited packed offset changes,0.8.30,66,8,7,6,1
rolemanager_unsafe_storage_02_change_inheritance_order,RoleManager,access_control,transparent,dataset/originals/access_control/RoleManager.sol,dataset/pairs/unsafe_storage/rolemanager_unsafe_storage_02_change_inheritance_order/V2.sol,Unsafe,storage,change_inheritance_order,,"inheritedEpoch,guardian",0,base linearization changes,0.8.30,66,8,7,6,1
rolemanager_unsafe_storage_03_move_mapping_root,RoleManager,access_control,transparent,dataset/originals/access_control/RoleManager.sol,dataset/pairs/unsafe_storage/rolemanager_unsafe_storage_03_move_mapping_root/V2.sol,Unsafe,storage,move_mapping_root,,mapping,3;4,mapping root slot moves,0.8.30,66,8,7,6,1
rolemanager_unsafe_behavior_01_remove_require,RoleManager,access_control,transparent,dataset/originals/access_control/RoleManager.sol,dataset/pairs/unsafe_behavior/rolemanager_unsafe_behavior_01_remove_require/V2.sol,Unsafe,behavior,remove_require,grantQuota,,,inactive call becomes successful,0.8.30,66,8,7,6,1
rolemanager_unsafe_behavior_02_change_revert_condition,RoleManager,access_control,transparent,dataset/originals/access_control/RoleManager.sol,dataset/pairs/unsafe_behavior/rolemanager_unsafe_behavior_02_change_revert_condition/V2.sol,Unsafe,behavior,change_revert_condition,grantQuota,,,accepted input set changes,0.8.30,66,8,7,6,1
rolemanager_unsafe_behavior_03_remove_access_modifier,RoleManager,access_control,transparent,dataset/originals/access_control/RoleManager.sol,dataset/pairs/unsafe_behavior/rolemanager_unsafe_behavior_03_remove_access_modifier/V2.sol,Unsafe,behavior,remove_access_modifier,withdraw,,,unauthorized caller becomes accepted,0.8.30,66,8,7,6,1
permissionbook_safe_01_add_function,PermissionBook,access_control,uups,dataset/originals/access_control/PermissionBook.sol,dataset/pairs/safe/permissionbook_safe_01_add_function/V2.sol,Safe,safe,add_function,implementationVersion,,,new selector only,0.8.30,62,7,7,6,1
permissionbook_safe_02_add_event,PermissionBook,access_control,uups,dataset/originals/access_control/PermissionBook.sol,dataset/pairs/safe/permissionbook_safe_02_add_event/V2.sol,Safe,safe,add_event,,,,new event declaration only,0.8.30,62,7,7,6,1
permissionbook_safe_03_rename_local_variable,PermissionBook,access_control,uups,dataset/originals/access_control/PermissionBook.sol,dataset/pairs/safe/permissionbook_safe_03_rename_local_variable/V2.sol,Safe,safe,rename_local_variable,addAllowance,,,alpha-renaming,0.8.30,62,7,7,6,1
permissionbook_unsafe_storage_01_expand_storage_gap,PermissionBook,access_control,uups,dataset/originals/access_control/PermissionBook.sol,dataset/pairs/unsafe_storage/permissionbook_unsafe_storage_01_expand_storage_gap/V2.sol,Unsafe,storage,expand_storage_gap,,__gap,"[5,9)",reserved range expands over future slot,0.8.30,62,7,7,6,1
permissionbook_unsafe_storage_02_inline_assembly_legacy_slot_write,PermissionBook,access_control,uups,dataset/originals/access_control/PermissionBook.sol,dataset/pairs/unsafe_storage/permissionbook_unsafe_storage_02_inline_assembly_legacy_slot_write/V2.sol,Unsafe,storage,inline_assembly_legacy_slot_write,overwriteLegacySlot,owner,2,direct write to compiler-managed slot,0.8.30,62,7,7,6,1
permissionbook_unsafe_storage_03_namespace_collision,PermissionBook,access_control,uups,dataset/originals/access_control/PermissionBook.sol,dataset/pairs/unsafe_storage/permissionbook_unsafe_storage_03_namespace_collision/V2.sol,Unsafe,storage,namespace_collision,writeNamespace,"inheritedEpoch,guardian",0,unstructured namespace collides with slot zero,0.8.30,62,7,7,6,1
permissionbook_unsafe_behavior_01_change_call_recipient,PermissionBook,access_control,uups,dataset/originals/access_control/PermissionBook.sol,dataset/pairs/unsafe_behavior/permissionbook_unsafe_behavior_01_change_call_recipient/V2.sol,Unsafe,behavior,change_call_recipient,withdraw,,,external call target differs,0.8.30,62,7,7,6,1
permissionbook_unsafe_behavior_02_external_call_order_change,PermissionBook,access_control,uups,dataset/originals/access_control/PermissionBook.sol,dataset/pairs/unsafe_behavior/permissionbook_unsafe_behavior_02_external_call_order_change/V2.sol,Unsafe,behavior,external_call_order_change,withdraw,total,,external interaction precedes effects,0.8.30,62,7,7,6,1
permissionbook_unsafe_behavior_03_success_to_revert,PermissionBook,access_control,uups,dataset/originals/access_control/PermissionBook.sol,dataset/pairs/unsafe_behavior/permissionbook_unsafe_behavior_03_success_to_revert/V2.sol,Unsafe,behavior,success_to_revert,addAllowance,,,all formerly valid calls revert,0.8.30,62,7,7,6,1
escrowdesk_safe_01_add_function,EscrowDesk,escrow,transparent,dataset/originals/escrow/EscrowDesk.sol,dataset/pairs/safe/escrowdesk_safe_01_add_function/V2.sol,Safe,safe,add_function,implementationVersion,,,new selector only,0.8.30,66,8,7,6,1
escrowdesk_safe_02_add_event,EscrowDesk,escrow,transparent,dataset/originals/escrow/EscrowDesk.sol,dataset/pairs/safe/escrowdesk_safe_02_add_event/V2.sol,Safe,safe,add_event,,,,new event declaration only,0.8.30,66,8,7,6,1
escrowdesk_safe_03_rename_local_variable,EscrowDesk,escrow,transparent,dataset/originals/escrow/EscrowDesk.sol,dataset/pairs/safe/escrowdesk_safe_03_rename_local_variable/V2.sol,Safe,safe,rename_local_variable,fundEscrow,,,alpha-renaming,0.8.30,66,8,7,6,1
escrowdesk_unsafe_storage_01_reorder_state_variables,EscrowDesk,escrow,transparent,dataset/originals/escrow/EscrowDesk.sol,dataset/pairs/unsafe_storage/escrowdesk_unsafe_storage_01_reorder_state_variables/V2.sol,Unsafe,storage,reorder_state_variables,,"owner,total",1;2,slot/type interpretation changes,0.8.30,66,8,7,6,1
escrowdesk_unsafe_storage_02_insert_state_variable,EscrowDesk,escrow,transparent,dataset/originals/escrow/EscrowDesk.sol,dataset/pairs/unsafe_storage/escrowdesk_unsafe_storage_02_insert_state_variable/V2.sol,Unsafe,storage,insert_state_variable,,total,2;3;4;5,all following roots shift,0.8.30,66,8,7,6,1
escrowdesk_unsafe_storage_03_change_storage_type,EscrowDesk,escrow,transparent,dataset/originals/escrow/EscrowDesk.sol,dataset/pairs/unsafe_storage/escrowdesk_unsafe_storage_03_change_storage_type/V2.sol,Unsafe,storage,change_storage_type,,inheritedEpoch,0,semantic type changes at equal width,0.8.30,66,8,7,6,1
escrowdesk_unsafe_behavior_01_arithmetic_operator_change,EscrowDesk,escrow,transparent,dataset/originals/escrow/EscrowDesk.sol,dataset/pairs/unsafe_behavior/escrowdesk_unsafe_behavior_01_arithmetic_operator_change/V2.sol,Unsafe,behavior,arithmetic_operator_change,fundEscrow,total,,post-state and return differ,0.8.30,66,8,7,6,1
escrowdesk_unsafe_behavior_02_comparison_operator_change,EscrowDesk,escrow,transparent,dataset/originals/escrow/EscrowDesk.sol,dataset/pairs/unsafe_behavior/escrowdesk_unsafe_behavior_02_comparison_operator_change/V2.sol,Unsafe,behavior,comparison_operator_change,fundEscrow,,,status differs at amount = limit,0.8.30,66,8,7,6,1
escrowdesk_unsafe_behavior_03_omit_state_update,EscrowDesk,escrow,transparent,dataset/originals/escrow/EscrowDesk.sol,dataset/pairs/unsafe_behavior/escrowdesk_unsafe_behavior_03_omit_state_update/V2.sol,Unsafe,behavior,omit_state_update,fundEscrow,total,,total is not updated,0.8.30,66,8,7,6,1
milestoneescrow_safe_01_consume_storage_gap,MilestoneEscrow,escrow,uups,dataset/originals/escrow/MilestoneEscrow.sol,dataset/pairs/safe/milestoneescrow_safe_01_consume_storage_gap/V2.sol,Safe,safe,consume_storage_gap,,releaseCounter,,one reserved gap slot consumed,0.8.30,62,7,7,6,1
milestoneescrow_safe_02_append_state_variable,MilestoneEscrow,escrow,uups,dataset/originals/escrow/MilestoneEscrow.sol,dataset/pairs/safe/milestoneescrow_safe_02_append_state_variable/V2.sol,Safe,safe,append_state_variable,,releaseTag,,new terminal slot,0.8.30,62,7,7,6,1
milestoneescrow_safe_03_add_function,MilestoneEscrow,escrow,uups,dataset/originals/escrow/MilestoneEscrow.sol,dataset/pairs/safe/milestoneescrow_safe_03_add_function/V2.sol,Safe,safe,add_function,implementationVersion,,,new selector only,0.8.30,62,7,7,6,1
milestoneescrow_unsafe_storage_01_change_packed_width,MilestoneEscrow,escrow,uups,dataset/originals/escrow/MilestoneEscrow.sol,dataset/pairs/unsafe_storage/milestoneescrow_unsafe_storage_01_change_packed_width/V2.sol,Unsafe,storage,change_packed_width,,"inheritedEpoch,guardian","0;1;2;3;4;[5,9)",inherited packed offset changes,0.8.30,62,7,7,6,1
milestoneescrow_unsafe_storage_02_change_inheritance_order,MilestoneEscrow,escrow,uups,dataset/originals/escrow/MilestoneEscrow.sol,dataset/pairs/unsafe_storage/milestoneescrow_unsafe_storage_02_change_inheritance_order/V2.sol,Unsafe,storage,change_inheritance_order,,"inheritedEpoch,guardian",0,base linearization changes,0.8.30,62,7,7,6,1
milestoneescrow_unsafe_storage_03_move_mapping_root,MilestoneEscrow,escrow,uups,dataset/originals/escrow/MilestoneEscrow.sol,dataset/pairs/unsafe_storage/milestoneescrow_unsafe_storage_03_move_mapping_root/V2.sol,Unsafe,storage,move_mapping_root,,mapping,3;4,mapping root slot moves,0.8.30,62,7,7,6,1
milestoneescrow_unsafe_behavior_01_wrong_state_variable,MilestoneEscrow,escrow,uups,dataset/originals/escrow/MilestoneEscrow.sol,dataset/pairs/unsafe_behavior/milestoneescrow_unsafe_behavior_01_wrong_state_variable/V2.sol,Unsafe,behavior,wrong_state_variable,fundMilestone,"total,limit",,wrong state cell is updated,0.8.30,62,7,7,6,1
milestoneescrow_unsafe_behavior_02_return_value_change,MilestoneEscrow,escrow,uups,dataset/originals/escrow/MilestoneEscrow.sol,dataset/pairs/unsafe_behavior/milestoneescrow_unsafe_behavior_02_return_value_change/V2.sol,Unsafe,behavior,return_value_change,fundMilestone,,,return data differs,0.8.30,62,7,7,6,1
milestoneescrow_unsafe_behavior_03_omit_event,MilestoneEscrow,escrow,uups,dataset/originals/escrow/MilestoneEscrow.sol,dataset/pairs/unsafe_behavior/milestoneescrow_unsafe_behavior_03_omit_event/V2.sol,Unsafe,behavior,omit_event,fundMilestone,,,event trace differs,0.8.30,62,7,7,6,1
crowdfund_safe_01_append_state_variable,CrowdFund,crowdfunding,transparent,dataset/originals/crowdfunding/CrowdFund.sol,dataset/pairs/safe/crowdfund_safe_01_append_state_variable/V2.sol,Safe,safe,append_state_variable,,releaseTag,,new terminal slot,0.8.30,66,8,7,6,1
crowdfund_safe_02_add_function,CrowdFund,crowdfunding,transparent,dataset/originals/crowdfunding/CrowdFund.sol,dataset/pairs/safe/crowdfund_safe_02_add_function/V2.sol,Safe,safe,add_function,implementationVersion,,,new selector only,0.8.30,66,8,7,6,1
crowdfund_safe_03_add_event,CrowdFund,crowdfunding,transparent,dataset/originals/crowdfunding/CrowdFund.sol,dataset/pairs/safe/crowdfund_safe_03_add_event/V2.sol,Safe,safe,add_event,,,,new event declaration only,0.8.30,66,8,7,6,1
crowdfund_unsafe_storage_01_move_dynamic_array_root,CrowdFund,crowdfunding,transparent,dataset/originals/crowdfunding/CrowdFund.sol,dataset/pairs/unsafe_storage/crowdfund_unsafe_storage_01_move_dynamic_array_root/V2.sol,Unsafe,storage,move_dynamic_array_root,,history,3;4;5,dynamic-array root slot moves,0.8.30,66,8,7,6,1
crowdfund_unsafe_storage_02_inline_assembly_legacy_slot_write,CrowdFund,crowdfunding,transparent,dataset/originals/crowdfunding/CrowdFund.sol,dataset/pairs/unsafe_storage/crowdfund_unsafe_storage_02_inline_assembly_legacy_slot_write/V2.sol,Unsafe,storage,inline_assembly_legacy_slot_write,overwriteLegacySlot,owner,2,direct write to compiler-managed slot,0.8.30,66,8,7,6,1
crowdfund_unsafe_storage_03_namespace_collision,CrowdFund,crowdfunding,transparent,dataset/originals/crowdfunding/CrowdFund.sol,dataset/pairs/unsafe_storage/crowdfund_unsafe_storage_03_namespace_collision/V2.sol,Unsafe,storage,namespace_collision,writeNamespace,"inheritedEpoch,guardian",0,unstructured namespace collides with slot zero,0.8.30,66,8,7,6,1
crowdfund_unsafe_behavior_01_remove_require,CrowdFund,crowdfunding,transparent,dataset/originals/crowdfunding/CrowdFund.sol,dataset/pairs/unsafe_behavior/crowdfund_unsafe_behavior_01_remove_require/V2.sol,Unsafe,behavior,remove_require,pledge,,,inactive call becomes successful,0.8.30,66,8,7,6,1
crowdfund_unsafe_behavior_02_change_revert_condition,CrowdFund,crowdfunding,transparent,dataset/originals/crowdfunding/CrowdFund.sol,dataset/pairs/unsafe_behavior/crowdfund_unsafe_behavior_02_change_revert_condition/V2.sol,Unsafe,behavior,change_revert_condition,pledge,,,accepted input set changes,0.8.30,66,8,7,6,1
crowdfund_unsafe_behavior_03_remove_access_modifier,CrowdFund,crowdfunding,transparent,dataset/originals/crowdfunding/CrowdFund.sol,dataset/pairs/unsafe_behavior/crowdfund_unsafe_behavior_03_remove_access_modifier/V2.sol,Unsafe,behavior,remove_access_modifier,withdraw,,,unauthorized caller becomes accepted,0.8.30,66,8,7,6,1
campaignvault_safe_01_extract_internal_function,CampaignVault,crowdfunding,uups,dataset/originals/crowdfunding/CampaignVault.sol,dataset/pairs/safe/campaignvault_safe_01_extract_internal_function/V2.sol,Safe,safe,extract_internal_function,backCampaign,total,,semantics-preserving extraction,0.8.30,62,7,7,6,1
campaignvault_safe_02_valid_domain_guard,CampaignVault,crowdfunding,uups,dataset/originals/crowdfunding/CampaignVault.sol,dataset/pairs/safe/campaignvault_safe_02_valid_domain_guard/V2.sol,Safe,safe,valid_domain_guard,backCampaign,,,preserved domain declares amount > 0,0.8.30,62,7,7,6,1
campaignvault_safe_03_consume_storage_gap,CampaignVault,crowdfunding,uups,dataset/originals/crowdfunding/CampaignVault.sol,dataset/pairs/safe/campaignvault_safe_03_consume_storage_gap/V2.sol,Safe,safe,consume_storage_gap,,releaseCounter,,one reserved gap slot consumed,0.8.30,62,7,7,6,1
campaignvault_unsafe_storage_01_reorder_state_variables,CampaignVault,crowdfunding,uups,dataset/originals/crowdfunding/CampaignVault.sol,dataset/pairs/unsafe_storage/campaignvault_unsafe_storage_01_reorder_state_variables/V2.sol,Unsafe,storage,reorder_state_variables,,"owner,total",1;2,slot/type interpretation changes,0.8.30,62,7,7,6,1
campaignvault_unsafe_storage_02_insert_state_variable,CampaignVault,crowdfunding,uups,dataset/originals/crowdfunding/CampaignVault.sol,dataset/pairs/unsafe_storage/campaignvault_unsafe_storage_02_insert_state_variable/V2.sol,Unsafe,storage,insert_state_variable,,total,"2;3;4;[5,9)",all following roots shift,0.8.30,62,7,7,6,1
campaignvault_unsafe_storage_03_change_storage_type,CampaignVault,crowdfunding,uups,dataset/originals/crowdfunding/CampaignVault.sol,dataset/pairs/unsafe_storage/campaignvault_unsafe_storage_03_change_storage_type/V2.sol,Unsafe,storage,change_storage_type,,inheritedEpoch,0,semantic type changes at equal width,0.8.30,62,7,7,6,1
campaignvault_unsafe_behavior_01_change_call_recipient,CampaignVault,crowdfunding,uups,dataset/originals/crowdfunding/CampaignVault.sol,dataset/pairs/unsafe_behavior/campaignvault_unsafe_behavior_01_change_call_recipient/V2.sol,Unsafe,behavior,change_call_recipient,withdraw,,,external call target differs,0.8.30,62,7,7,6,1
campaignvault_unsafe_behavior_02_external_call_order_change,CampaignVault,crowdfunding,uups,dataset/originals/crowdfunding/CampaignVault.sol,dataset/pairs/unsafe_behavior/campaignvault_unsafe_behavior_02_external_call_order_change/V2.sol,Unsafe,behavior,external_call_order_change,withdraw,total,,external interaction precedes effects,0.8.30,62,7,7,6,1
campaignvault_unsafe_behavior_03_success_to_revert,CampaignVault,crowdfunding,uups,dataset/originals/crowdfunding/CampaignVault.sol,dataset/pairs/unsafe_behavior/campaignvault_unsafe_behavior_03_success_to_revert/V2.sol,Unsafe,behavior,success_to_revert,backCampaign,,,all formerly valid calls revert,0.8.30,62,7,7,6,1
markethub_safe_01_valid_domain_guard,MarketHub,marketplace,transparent,dataset/originals/marketplace/MarketHub.sol,dataset/pairs/safe/markethub_safe_01_valid_domain_guard/V2.sol,Safe,safe,valid_domain_guard,placeOrder,,,preserved domain declares amount > 0,0.8.30,66,8,7,6,1
markethub_safe_02_append_state_variable,MarketHub,marketplace,transparent,dataset/originals/marketplace/MarketHub.sol,dataset/pairs/safe/markethub_safe_02_append_state_variable/V2.sol,Safe,safe,append_state_variable,,releaseTag,,new terminal slot,0.8.30,66,8,7,6,1
markethub_safe_03_add_function,MarketHub,marketplace,transparent,dataset/originals/marketplace/MarketHub.sol,dataset/pairs/safe/markethub_safe_03_add_function/V2.sol,Safe,safe,add_function,implementationVersion,,,new selector only,0.8.30,66,8,7,6,1
markethub_unsafe_storage_01_change_packed_width,MarketHub,marketplace,transparent,dataset/originals/marketplace/MarketHub.sol,dataset/pairs/unsafe_storage/markethub_unsafe_storage_01_change_packed_width/V2.sol,Unsafe,storage,change_packed_width,,"inheritedEpoch,guardian",0;1;2;3;4;5,inherited packed offset changes,0.8.30,66,8,7,6,1
markethub_unsafe_storage_02_change_inheritance_order,MarketHub,marketplace,transparent,dataset/originals/marketplace/MarketHub.sol,dataset/pairs/unsafe_storage/markethub_unsafe_storage_02_change_inheritance_order/V2.sol,Unsafe,storage,change_inheritance_order,,"inheritedEpoch,guardian",0,base linearization changes,0.8.30,66,8,7,6,1
markethub_unsafe_storage_03_move_mapping_root,MarketHub,marketplace,transparent,dataset/originals/marketplace/MarketHub.sol,dataset/pairs/unsafe_storage/markethub_unsafe_storage_03_move_mapping_root/V2.sol,Unsafe,storage,move_mapping_root,,mapping,3;4,mapping root slot moves,0.8.30,66,8,7,6,1
markethub_unsafe_behavior_01_arithmetic_operator_change,MarketHub,marketplace,transparent,dataset/originals/marketplace/MarketHub.sol,dataset/pairs/unsafe_behavior/markethub_unsafe_behavior_01_arithmetic_operator_change/V2.sol,Unsafe,behavior,arithmetic_operator_change,placeOrder,total,,post-state and return differ,0.8.30,66,8,7,6,1
markethub_unsafe_behavior_02_comparison_operator_change,MarketHub,marketplace,transparent,dataset/originals/marketplace/MarketHub.sol,dataset/pairs/unsafe_behavior/markethub_unsafe_behavior_02_comparison_operator_change/V2.sol,Unsafe,behavior,comparison_operator_change,placeOrder,,,status differs at amount = limit,0.8.30,66,8,7,6,1
markethub_unsafe_behavior_03_omit_state_update,MarketHub,marketplace,transparent,dataset/originals/marketplace/MarketHub.sol,dataset/pairs/unsafe_behavior/markethub_unsafe_behavior_03_omit_state_update/V2.sol,Unsafe,behavior,omit_state_update,placeOrder,total,,total is not updated,0.8.30,66,8,7,6,1
listingmarket_safe_01_rename_local_variable,ListingMarket,marketplace,uups,dataset/originals/marketplace/ListingMarket.sol,dataset/pairs/safe/listingmarket_safe_01_rename_local_variable/V2.sol,Safe,safe,rename_local_variable,buyListing,,,alpha-renaming,0.8.30,62,7,7,6,1
listingmarket_safe_02_equivalent_expression_refactor,ListingMarket,marketplace,uups,dataset/originals/marketplace/ListingMarket.sol,dataset/pairs/safe/listingmarket_safe_02_equivalent_expression_refactor/V2.sol,Safe,safe,equivalent_expression_refactor,buyListing,total,,algebraically identical checked addition,0.8.30,62,7,7,6,1
listingmarket_safe_03_extract_internal_function,ListingMarket,marketplace,uups,dataset/originals/marketplace/ListingMarket.sol,dataset/pairs/safe/listingmarket_safe_03_extract_internal_function/V2.sol,Safe,safe,extract_internal_function,buyListing,total,,semantics-preserving extraction,0.8.30,62,7,7,6,1
listingmarket_unsafe_storage_01_expand_storage_gap,ListingMarket,marketplace,uups,dataset/originals/marketplace/ListingMarket.sol,dataset/pairs/unsafe_storage/listingmarket_unsafe_storage_01_expand_storage_gap/V2.sol,Unsafe,storage,expand_storage_gap,,__gap,"[5,9)",reserved range expands over future slot,0.8.30,62,7,7,6,1
listingmarket_unsafe_storage_02_inline_assembly_legacy_slot_write,ListingMarket,marketplace,uups,dataset/originals/marketplace/ListingMarket.sol,dataset/pairs/unsafe_storage/listingmarket_unsafe_storage_02_inline_assembly_legacy_slot_write/V2.sol,Unsafe,storage,inline_assembly_legacy_slot_write,overwriteLegacySlot,owner,2,direct write to compiler-managed slot,0.8.30,62,7,7,6,1
listingmarket_unsafe_storage_03_namespace_collision,ListingMarket,marketplace,uups,dataset/originals/marketplace/ListingMarket.sol,dataset/pairs/unsafe_storage/listingmarket_unsafe_storage_03_namespace_collision/V2.sol,Unsafe,storage,namespace_collision,writeNamespace,"inheritedEpoch,guardian",0,unstructured namespace collides with slot zero,0.8.30,62,7,7,6,1
listingmarket_unsafe_behavior_01_wrong_state_variable,ListingMarket,marketplace,uups,dataset/originals/marketplace/ListingMarket.sol,dataset/pairs/unsafe_behavior/listingmarket_unsafe_behavior_01_wrong_state_variable/V2.sol,Unsafe,behavior,wrong_state_variable,buyListing,"total,limit",,wrong state cell is updated,0.8.30,62,7,7,6,1
listingmarket_unsafe_behavior_02_return_value_change,ListingMarket,marketplace,uups,dataset/originals/marketplace/ListingMarket.sol,dataset/pairs/unsafe_behavior/listingmarket_unsafe_behavior_02_return_value_change/V2.sol,Unsafe,behavior,return_value_change,buyListing,,,return data differs,0.8.30,62,7,7,6,1
listingmarket_unsafe_behavior_03_omit_event,ListingMarket,marketplace,uups,dataset/originals/marketplace/ListingMarket.sol,dataset/pairs/unsafe_behavior/listingmarket_unsafe_behavior_03_omit_event/V2.sol,Unsafe,behavior,omit_event,buyListing,,,event trace differs,0.8.30,62,7,7,6,1
rewardpool_safe_01_extract_internal_function,RewardPool,reward_distribution,transparent,dataset/originals/reward_distribution/RewardPool.sol,dataset/pairs/safe/rewardpool_safe_01_extract_internal_function/V2.sol,Safe,safe,extract_internal_function,addReward,total,,semantics-preserving extraction,0.8.30,66,8,7,6,1
rewardpool_safe_02_valid_domain_guard,RewardPool,reward_distribution,transparent,dataset/originals/reward_distribution/RewardPool.sol,dataset/pairs/safe/rewardpool_safe_02_valid_domain_guard/V2.sol,Safe,safe,valid_domain_guard,addReward,,,preserved domain declares amount > 0,0.8.30,66,8,7,6,1
rewardpool_safe_03_append_state_variable,RewardPool,reward_distribution,transparent,dataset/originals/reward_distribution/RewardPool.sol,dataset/pairs/safe/rewardpool_safe_03_append_state_variable/V2.sol,Safe,safe,append_state_variable,,releaseTag,,new terminal slot,0.8.30,66,8,7,6,1
rewardpool_unsafe_storage_01_reorder_state_variables,RewardPool,reward_distribution,transparent,dataset/originals/reward_distribution/RewardPool.sol,dataset/pairs/unsafe_storage/rewardpool_unsafe_storage_01_reorder_state_variables/V2.sol,Unsafe,storage,reorder_state_variables,,"owner,total",1;2,slot/type interpretation changes,0.8.30,66,8,7,6,1
rewardpool_unsafe_storage_02_insert_state_variable,RewardPool,reward_distribution,transparent,dataset/originals/reward_distribution/RewardPool.sol,dataset/pairs/unsafe_storage/rewardpool_unsafe_storage_02_insert_state_variable/V2.sol,Unsafe,storage,insert_state_variable,,total,2;3;4;5,all following roots shift,0.8.30,66,8,7,6,1
rewardpool_unsafe_storage_03_change_storage_type,RewardPool,reward_distribution,transparent,dataset/originals/reward_distribution/RewardPool.sol,dataset/pairs/unsafe_storage/rewardpool_unsafe_storage_03_change_storage_type/V2.sol,Unsafe,storage,change_storage_type,,inheritedEpoch,0,semantic type changes at equal width,0.8.30,66,8,7,6,1
rewardpool_unsafe_behavior_01_remove_require,RewardPool,reward_distribution,transparent,dataset/originals/reward_distribution/RewardPool.sol,dataset/pairs/unsafe_behavior/rewardpool_unsafe_behavior_01_remove_require/V2.sol,Unsafe,behavior,remove_require,addReward,,,inactive call becomes successful,0.8.30,66,8,7,6,1
rewardpool_unsafe_behavior_02_change_revert_condition,RewardPool,reward_distribution,transparent,dataset/originals/reward_distribution/RewardPool.sol,dataset/pairs/unsafe_behavior/rewardpool_unsafe_behavior_02_change_revert_condition/V2.sol,Unsafe,behavior,change_revert_condition,addReward,,,accepted input set changes,0.8.30,66,8,7,6,1
rewardpool_unsafe_behavior_03_remove_access_modifier,RewardPool,reward_distribution,transparent,dataset/originals/reward_distribution/RewardPool.sol,dataset/pairs/unsafe_behavior/rewardpool_unsafe_behavior_03_remove_access_modifier/V2.sol,Unsafe,behavior,remove_access_modifier,withdraw,,,unauthorized caller becomes accepted,0.8.30,66,8,7,6,1
incentivevault_safe_01_add_function,IncentiveVault,reward_distribution,uups,dataset/originals/reward_distribution/IncentiveVault.sol,dataset/pairs/safe/incentivevault_safe_01_add_function/V2.sol,Safe,safe,add_function,implementationVersion,,,new selector only,0.8.30,62,7,7,6,1
incentivevault_safe_02_add_event,IncentiveVault,reward_distribution,uups,dataset/originals/reward_distribution/IncentiveVault.sol,dataset/pairs/safe/incentivevault_safe_02_add_event/V2.sol,Safe,safe,add_event,,,,new event declaration only,0.8.30,62,7,7,6,1
incentivevault_safe_03_rename_local_variable,IncentiveVault,reward_distribution,uups,dataset/originals/reward_distribution/IncentiveVault.sol,dataset/pairs/safe/incentivevault_safe_03_rename_local_variable/V2.sol,Safe,safe,rename_local_variable,fundIncentive,,,alpha-renaming,0.8.30,62,7,7,6,1
incentivevault_unsafe_storage_01_change_packed_width,IncentiveVault,reward_distribution,uups,dataset/originals/reward_distribution/IncentiveVault.sol,dataset/pairs/unsafe_storage/incentivevault_unsafe_storage_01_change_packed_width/V2.sol,Unsafe,storage,change_packed_width,,"inheritedEpoch,guardian","0;1;2;3;4;[5,9)",inherited packed offset changes,0.8.30,62,7,7,6,1
incentivevault_unsafe_storage_02_change_inheritance_order,IncentiveVault,reward_distribution,uups,dataset/originals/reward_distribution/IncentiveVault.sol,dataset/pairs/unsafe_storage/incentivevault_unsafe_storage_02_change_inheritance_order/V2.sol,Unsafe,storage,change_inheritance_order,,"inheritedEpoch,guardian",0,base linearization changes,0.8.30,62,7,7,6,1
incentivevault_unsafe_storage_03_move_mapping_root,IncentiveVault,reward_distribution,uups,dataset/originals/reward_distribution/IncentiveVault.sol,dataset/pairs/unsafe_storage/incentivevault_unsafe_storage_03_move_mapping_root/V2.sol,Unsafe,storage,move_mapping_root,,mapping,3;4,mapping root slot moves,0.8.30,62,7,7,6,1
incentivevault_unsafe_behavior_01_change_call_recipient,IncentiveVault,reward_distribution,uups,dataset/originals/reward_distribution/IncentiveVault.sol,dataset/pairs/unsafe_behavior/incentivevault_unsafe_behavior_01_change_call_recipient/V2.sol,Unsafe,behavior,change_call_recipient,withdraw,,,external call target differs,0.8.30,62,7,7,6,1
